Player,Squad,Pos,Age,Gls,Ast,Min,MP,GS,xG,npxG,xAG,PrgC,PrgP,Yellow,Red,League,Country,Source,Source_URL
Dominik Kohr,Mainz 05,DF,31-328,1,0,895,11,11,0.9,0.9,0.8,9,55,5,2,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Adam Kölle,Heidenheim,"DF,MF",19-241,1,0,77,5,0,0.4,0.4,0.1,0,3,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Mert Kömür,Augsburg,"FW,MF",20-161,2,2,842,14,9,2.6,2.6,1.3,22,26,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Samba Konaté,RB Leipzig,FW,16-301,0,0,4,1,0,0.0,0.0,0.0,0,0,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Ransford Königsdörffer,Hamburger SV,FW,24-103,1,1,"1,018",15,12,4.4,3.6,0.5,15,17,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Konstantinos Koulierakis,Wolfsburg,DF,22-027,0,0,"1,215",14,13,1.6,1.6,0.5,6,36,3,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Alex Král,Union Berlin,MF,27-220,0,0,222,9,1,0.1,0.1,0.1,5,11,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Andrej Kramarić,Hoffenheim,"MF,FW",34-189,3,3,809,15,9,2.5,1.7,1.7,21,44,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Tom Krauß,Köln,"MF,DF",24-186,0,0,638,11,6,0.2,0.2,0.2,16,41,2,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Rasmus Kristensen,Eint Frankfurt,DF,28-167,1,0,875,12,11,0.5,0.5,0.8,20,68,3,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Lukas Kübler,Freiburg,DF,33-117,2,1,894,12,11,3.0,3.0,0.4,10,32,2,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Sael Kumbedi,Wolfsburg,DF,20-274,0,4,683,9,8,0.0,0.0,1.4,8,21,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Jonah Kusi-Asare,Bayern Munich,FW,18-174,0,0,5,1,0,0.0,0.0,0.0,0,0,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Konrad Laimer,Bayern Munich,DF,28-212,2,3,996,14,11,1.7,1.7,2.7,40,84,5,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Hugo Larsson,Eint Frankfurt,MF,21-181,1,2,620,10,7,0.7,0.7,0.3,1,27,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Diogo Leite,Union Berlin,DF,26-336,0,0,958,11,11,0.5,0.5,0.2,2,41,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Maxim Leitsch,Mainz 05,DF,27-221,0,0,162,3,2,0.0,0.0,0.0,2,6,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Tim Lemperle,Hoffenheim,FW,23-323,5,1,995,14,12,4.4,3.6,1.3,23,22,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Jamie Leweling,Stuttgart,"FW,DF",24-302,1,5,"1,036",14,11,1.3,1.3,2.3,55,27,3,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Philipp Lienhart,Freiburg,DF,29-167,0,0,851,11,10,0.7,0.7,0.1,21,51,3,1,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Jesper Lindstrøm,Wolfsburg,"MF,FW",25-299,0,0,13,2,0,0.1,0.1,0.0,2,1,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Castello Lukeba,RB Leipzig,DF,23-008,1,0,"1,260",14,14,1.0,1.0,0.2,13,62,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Kristoffer Lund,Köln,DF,23-225,0,1,876,14,10,0.3,0.3,0.3,10,27,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Senne Lynen,Werder Bremen,MF,26-309,0,0,"1,225",14,14,0.4,0.4,0.2,2,49,2,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Koki Machida,Hoffenheim,DF,28-122,0,0,44,1,1,0.0,0.0,0.0,0,1,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Shuto Machino,Gladbach,"FW,MF",26-086,2,0,593,14,6,1.0,1.0,0.4,7,8,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Arne Maier,Augsburg,DF,26-351,0,0,4,1,0,0.0,0.0,0.0,1,0,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Linton Maina,Köln,"FW,DF",26-185,0,0,282,9,2,0.3,0.3,0.1,14,21,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Patrick Mainka,Heidenheim,DF,31-049,1,1,"1,350",15,15,1.8,1.8,0.7,3,40,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Lovro Majer,Wolfsburg,MF,27-342,2,2,759,13,9,1.8,1.8,1.1,19,40,3,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Jordy Makengo,Freiburg,DF,24-144,0,0,657,9,7,0.0,0.0,0.3,15,22,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Andrija Maksimović,RB Leipzig,"MF,FW",18-203,0,0,78,6,0,0.1,0.1,0.1,2,3,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Said El Mala,Köln,"FW,MF",19-121,6,2,682,15,6,4.3,4.3,1.3,26,9,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Julián Malatini,Werder Bremen,DF,24-208,0,0,99,3,1,0.0,0.0,0.0,1,1,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Lennard Maloney,Mainz 05,"DF,MF",26-078,0,0,394,8,4,0.3,0.3,0.1,0,6,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Filippo Mane,Dortmund,DF,20-292,0,0,85,2,1,0.0,0.0,0.0,0,4,0,1,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Johan Manzambi,Freiburg,"MF,FW",20-072,3,2,"1,006",13,12,1.6,1.6,2.0,35,54,3,1,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Eric Martel,Köln,"MF,DF",23-240,0,2,"1,298",15,15,0.1,0.1,1.1,3,50,4,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Han-Noah Massengo,Augsburg,MF,24-171,1,1,"1,228",15,15,0.7,0.7,0.9,21,64,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Igor Matanovic,Freiburg,FW,22-269,2,0,259,12,0,1.7,0.9,0.4,1,2,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Chrislain Matsima,Augsburg,DF,23-224,1,1,"1,260",14,14,0.4,0.4,0.5,4,44,5,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Jean Mattéo Bahoya,Eint Frankfurt,"FW,MF",20-232,2,1,624,14,8,1.4,1.4,1.7,28,16,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Ibrahim Maza,Leverkusen,MF,20-031,2,1,684,12,7,1.6,1.6,0.6,20,49,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Samuel Mbangula,Werder Bremen,FW,21-343,3,1,677,13,9,0.6,0.6,0.6,19,24,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Jonas Meffert,Hamburger SV,MF,31-112,0,0,145,4,1,0.0,0.0,0.1,0,3,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Connor Metcalfe,St. Pauli,"MF,FW",26-050,0,1,274,14,1,0.4,0.4,0.3,8,15,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Karol Mets,St. Pauli,DF,32-223,0,0,717,9,8,0.1,0.1,0.0,8,29,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Wisdom Mike,Bayern Munich,FW,17-092,0,0,16,3,0,0.1,0.1,0.0,0,1,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
William Mikelbrencis,Hamburger SV,"MF,DF",21-303,0,0,497,12,6,0.8,0.8,0.3,18,17,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Kim Min-jae,Bayern Munich,DF,29-040,0,1,524,9,6,0.1,0.1,0.3,10,28,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Maximilian Mittelstädt,Stuttgart,DF,28-282,2,3,937,14,11,1.4,0.6,1.9,19,64,2,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Max Moerstedt,Hoffenheim,"FW,DF",19-344,0,0,180,9,0,0.0,0.0,0.0,2,4,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Wael Mohya,Gladbach,MF,16-359,0,0,45,2,0,0.1,0.1,0.0,4,2,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Fabio Moreno Fell,Mainz 05,FW,25-204,0,0,76,1,1,0.1,0.1,0.0,3,1,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Miro Muheim,Hamburger SV,"MF,DF",27-276,0,3,"1,283",15,14,0.6,0.5,2.8,37,86,2,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Phillipp Mwene,Mainz 05,DF,31-330,0,0,"1,037",13,13,0.5,0.5,0.7,11,36,3,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Joakim Mæhle,Wolfsburg,"DF,FW",28-219,0,1,424,7,5,0.4,0.4,1.0,7,15,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Stanley N'Soki,Union Berlin,DF,26-260,1,0,83,2,1,0.0,0.0,0.0,0,3,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Nikolas Nartey,Stuttgart,"MF,FW",25-306,0,0,493,13,6,0.3,0.3,1.2,3,19,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Paul Nebel,Mainz 05,MF,23-076,1,0,894,11,11,2.3,2.3,0.8,14,29,2,2,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Kosta Nedeljković,RB Leipzig,DF,20-009,0,0,251,5,3,0.0,0.0,0.0,2,13,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Luca Netz,Gladbach,DF,22-224,0,1,668,11,7,0.0,0.0,0.9,11,17,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Manuel Neuer,Bayern Munich,GK,39-273,0,0,"1,080",12,12,0.0,0.0,0.0,0,3,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Florian Neuhaus,Gladbach,"MF,FW",28-284,0,1,617,11,7,0.8,0.8,0.6,19,43,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Jessic Ngankam,Eint Frankfurt,FW,25-158,0,0,62,3,0,0.0,0.0,0.0,0,2,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Moritz Nicolas,Gladbach,GK,28-065,0,0,"1,350",15,15,0.0,0.0,0.2,0,0,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Julian Niehues,Heidenheim,MF,24-252,0,0,605,11,7,0.3,0.3,0.3,9,26,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Justin Njinmah,Werder Bremen,FW,25-040,3,0,664,14,8,1.7,1.7,0.4,22,6,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Felix Nmecha,Dortmund,MF,25-076,1,2,"1,067",15,12,0.9,0.9,1.3,11,59,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Arnaud Nordin,Mainz 05,"DF,MF",27-191,0,0,467,11,5,0.8,0.8,0.3,18,12,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Alexander Nübel,Stuttgart,GK,29-086,0,1,"1,350",15,15,0.0,0.0,0.6,0,0,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Antonio Nusa,RB Leipzig,FW,20-252,1,1,836,12,10,1.9,1.9,1.5,50,28,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Michael Olise,Bayern Munich,FW,24-013,7,8,"1,172",15,12,6.4,6.4,7.6,81,87,3,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Warmed Omari,Hamburger SV,DF,25-246,0,0,435,5,5,0.0,0.0,0.1,5,13,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Loïs Openda,RB Leipzig,FW,25-312,0,0,51,2,1,0.1,0.1,0.0,0,2,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Louis Oppie,St. Pauli,DF,23-222,1,0,"1,266",15,14,0.8,0.8,0.8,14,44,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Willi Orban,RB Leipzig,DF,33-052,0,0,"1,329",15,15,1.4,1.4,0.3,3,40,2,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Patrick Osterhage,Freiburg,MF,25-327,1,0,630,10,7,0.8,0.8,0.5,11,20,2,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Assan Ouedraogo,RB Leipzig,MF,19-230,3,3,550,11,8,1.9,1.9,2.1,16,15,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Salih Özcan,Dortmund,"DF,MF",27-348,0,0,22,3,0,0.0,0.0,0.0,0,5,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Cenk Özkacar,Köln,DF,25-080,0,0,376,8,4,0.4,0.4,0.1,0,22,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Exequiel Palacios,Leverkusen,MF,27-081,0,0,44,2,1,0.0,0.0,0.0,1,4,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Leart Paqarada,Heidenheim,DF,31-078,0,0,6,1,1,0.0,0.0,0.0,0,0,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Aleksandar Pavlovic,Bayern Munich,MF,21-236,1,1,604,12,5,0.3,0.3,0.9,20,68,2,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Mads Pedersen,Augsburg,DF,29-115,0,0,77,3,0,0.1,0.1,0.0,3,0,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Dženan Pejčinović,Wolfsburg,FW,20-313,3,0,430,13,5,2.7,2.7,0.0,5,7,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Mathias Pereira Lage,St. Pauli,"FW,MF",29-025,0,2,"1,118",15,15,2.7,2.7,1.2,14,24,2,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Immanuel Pherai,Hamburger SV,"MF,FW",24-244,0,0,29,5,0,0.0,0.0,0.0,1,3,2,1,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Rayan Philippe,Hamburger SV,"FW,MF",25-063,4,0,919,15,10,3.8,3.0,1.1,20,16,2,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Amos Pieper,Werder Bremen,DF,27-342,0,0,765,9,9,0.4,0.4,0.0,5,42,3,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Marvin Pieringer,Heidenheim,"FW,MF",26-082,1,0,487,9,5,1.8,1.8,0.6,8,9,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Ernest Poku,Leverkusen,"MF,DF",21-331,4,2,800,13,9,1.8,1.8,1.1,55,17,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Kacper Potulski,Mainz 05,DF,18-067,1,0,270,3,3,0.4,0.4,0.0,3,11,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Yussuf Poulsen,Hamburger SV,FW,31-193,1,0,208,8,1,0.8,0.8,0.0,2,8,3,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Alexander Prass,Hoffenheim,"MF,FW",24-213,0,1,376,13,3,0.1,0.1,0.6,8,13,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Grischa Prömel,Hoffenheim,MF,30-350,5,2,733,15,7,2.9,2.9,1.0,12,32,2,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Cameron Puertas,Werder Bremen,"MF,FW",27-129,0,0,752,13,9,0.9,0.9,0.7,10,26,3,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Arkadiusz Pyrka,St. Pauli,"DF,MF",23-096,0,0,870,12,11,0.2,0.2,0.4,19,31,3,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Jarell Quansah,Leverkusen,DF,22-330,1,0,889,12,9,0.6,0.6,0.2,19,37,5,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Leopold Querfeld,Union Berlin,DF,22-005,0,0,"1,350",15,15,1.4,0.6,1.5,4,43,4,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Diant Ramaj,Heidenheim,GK,24-097,0,0,"1,350",15,15,0.0,0.0,0.0,0,1,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Guilherme Ramos,Hamburger SV,"DF,FW",28-136,0,0,30,6,0,0.2,0.2,0.0,0,3,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Grant Ranos,Gladbach,"MF,DF",22-158,1,0,119,8,0,0.5,0.5,0.1,2,3,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
David Raum,RB Leipzig,DF,27-247,2,1,"1,326",15,15,1.8,1.1,4.2,31,82,4,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Rocco Reitz,Gladbach,MF,23-210,0,1,"1,272",15,15,1.4,1.2,1.6,28,67,3,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Nicolai Remberg,Hamburger SV,MF,25-189,0,1,"1,260",14,14,0.8,0.8,1.0,12,41,5,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Elvis Rexhbeçaj,Augsburg,"MF,DF",28-054,0,0,623,13,5,0.3,0.3,0.3,8,26,3,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Gio Reyna,Gladbach,MF,23-042,0,0,375,11,4,0.3,0.3,0.4,9,22,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Fabian Rieder,Augsburg,"MF,FW",23-312,3,2,"1,050",13,13,2.6,1.8,1.8,15,46,2,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Lasse Rieß,Mainz 05,GK,24-151,0,0,292,4,3,0.0,0.0,0.0,0,1,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Lars Ritzka,St. Pauli,DF,27-232,0,0,329,8,4,0.0,0.0,0.0,1,9,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Merlin Röhl,Freiburg,"FW,MF",23-173,0,0,66,2,0,0.0,0.0,0.0,1,1,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Rômulo,RB Leipzig,FW,23-320,4,3,874,11,10,4.7,4.7,1.4,8,24,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Max Rosenfelder,Freiburg,DF,22-318,0,0,229,7,2,0.0,0.0,0.0,6,4,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Tom Rothe,Union Berlin,DF,21-057,1,0,544,12,5,0.8,0.8,0.2,7,22,1,1,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Julian Ryerson,Dortmund,"DF,MF",28-038,0,3,859,14,9,0.3,0.3,2.8,31,46,4,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Frederik Rønnow,Union Berlin,GK,33-143,0,0,"1,350",15,15,0.0,0.0,0.1,0,0,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Alexander Røssing-Lelesiit,Hamburger SV,"FW,MF",18-339,0,1,284,8,4,0.0,0.0,0.5,7,8,2,1,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Elias Saad,Augsburg,"MF,FW",25-363,0,0,497,10,7,0.5,0.5,0.7,15,12,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Marcel Sabitzer,Dortmund,MF,31-283,0,1,743,12,8,0.5,0.5,0.8,7,53,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Emir Sahiti,Hamburger SV,FW,27-026,0,0,120,2,2,0.0,0.0,0.0,5,1,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Manolis Saliakas,St. Pauli,DF,29-104,0,1,451,8,4,0.2,0.2,0.2,9,27,2,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Albert Sambi Lokonga,Hamburger SV,MF,26-064,4,0,831,12,10,1.2,1.2,0.7,10,39,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Philipp Sander,Gladbach,"MF,DF",27-307,1,0,831,11,10,0.7,0.6,0.2,9,37,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
James Sands,St. Pauli,MF,25-172,0,0,"1,159",14,14,0.3,0.3,0.4,6,49,3,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Kaishu Sano,Mainz 05,MF,24-360,1,1,"1,350",15,15,0.7,0.7,1.6,21,89,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Kauã Santos,Eint Frankfurt,GK,22-258,0,0,360,4,4,0.0,0.0,0.0,0,1,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Alejo Sarco,Leverkusen,FW,19-353,0,0,49,2,0,0.2,0.2,0.0,1,1,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Joe Scally,Gladbach,DF,22-359,0,2,"1,076",13,12,0.4,0.4,0.8,17,38,5,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
András Schäfer,Union Berlin,MF,26-256,1,0,494,11,5,0.5,0.5,0.0,1,9,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Derry Scherhant,Freiburg,"FW,MF",23-045,3,0,437,13,3,1.1,1.1,0.5,13,7,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Patrik Schick,Leverkusen,FW,29-335,6,2,850,12,11,6.2,4.6,0.7,2,12,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Stefan Schimmer,Heidenheim,FW,31-241,4,1,386,10,1,3.5,3.5,1.8,3,9,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Xaver Schlager,RB Leipzig,MF,28-088,2,0,608,11,7,0.4,0.4,0.4,19,38,2,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Keven Schlotterbeck,Augsburg,DF,28-241,0,1,845,10,9,0.4,0.4,0.7,2,38,5,1,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Nico Schlotterbeck,Dortmund,DF,26-024,1,1,990,11,11,0.4,0.4,0.6,13,71,3,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
