Player,Squad,Pos,Age,Gls,Ast,Min,MP,Sh,SoT,xG,xAG,Cmp,League,Country,Source,Source_URL,position,age,weekly_gross,annual_gross,currency
Tiago Tomás,Stuttgart,"FW,MF",23-183,3,0,559,13,,,3.2,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CF,23,36346.0,1890000.0,€
Keke Topp,Werder Bremen,FW,21-266,0,1,385,10,,,0.5,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CF,21,10961.0,570000.0,€
Jordan Torunarigha,Hamburger SV,DF,28-131,0,0,619,7,,,0.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CB,28,40000.0,2080000.0,€
Bazoumana Touré,Hoffenheim,"FW,MF",19-289,2,4,"1,083",14,,,2.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,LW,19,23653.0,1230000.0,€
Omar Traoré,Heidenheim,DF,27-315,0,2,818,14,,,0.2,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,RB,27,10961.0,570000.0,€
Philipp Treu,Freiburg,"DF,FW",25-013,0,1,797,11,,,0.3,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,RB,24,47115.0,2450000.0,€
Christopher Trimmel,Union Berlin,DF,38-295,0,2,883,13,,,0.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,RB,38,36346.0,1890000.0,€
Lukas Ullrich,Gladbach,DF,21-275,0,0,644,11,,,0.2,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,LB,21,14423.0,750000.0,€
Deniz Undav,Stuttgart,"FW,MF",29-150,8,0,699,10,,,4.7,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CF,29,87115.0,4530000.0,€
Dayot Upamecano,Bayern Munich,DF,27-050,1,0,810,11,,,1.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CB,26,192307.0,10000000.0,€
Jan Urbich,Gladbach,FW,21-176,0,0,39,3,,,0.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,,,,,
Jonas Urbig,Bayern Munich,GK,22-130,0,0,180,2,,,0.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,GK,22,25384.0,1320000.0,€
Can Uzun,Eint Frankfurt,MF,20-035,5,3,631,10,,,1.7,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,AM,19,25384.0,1320000.0,€
Josha Vagnoman,Stuttgart,DF,25-005,1,1,786,12,,,0.8,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,RB,24,54423.0,2830000.0,€
Nikola Vasilj,St. Pauli,GK,30-014,0,0,"1,260",14,,,0.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,GK,29,32692.0,1700000.0,€
Denis Vavro,Wolfsburg,DF,29-250,1,0,104,4,,,0.3,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CB,29,65384.0,3400000.0,€
Lucas Vázquez,Leverkusen,DF,34-168,0,1,232,4,,,0.1,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,RB,34,126923.0,6600000.0,€
Nikolas Veratschnig,Mainz 05,"DF,MF",22-326,0,0,259,10,,,0.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,RB,22,9038.0,470000.0,€
Fabio Vieira,Hamburger SV,"MF,FW",25-200,1,3,618,9,,,1.1,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,,,,,
Luka Vušković,Hamburger SV,DF,18-295,2,0,"1,080",12,,,1.1,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,,,,,
Yannik Wagner,Heidenheim,"MF,FW",18-221,0,0,39,3,,,0.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,LW,18,4423.0,230000.0,€
Elye Wahi,Eint Frankfurt,FW,22-348,0,1,324,10,,,0.8,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CF,22,72500.0,3770000.0,€
Hauke Wahl,St. Pauli,DF,31-245,1,0,"1,125",13,,,0.4,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CB,31,32692.0,1700000.0,€
Luca Waldschmidt,Köln,"FW,MF",29-211,3,2,372,10,,,3.2,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CF,29,58076.0,3020000.0,€
Tobias Weigel,Heidenheim,FW,18-234,0,0,2,1,,,0.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,,,,,
Nelson Weiper,Mainz 05,FW,20-274,0,0,436,12,,,1.3,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CF,20,21730.0,1130000.0,€
Timo Werner,RB Leipzig,FW,29-285,0,0,2,2,,,0.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,LW,29,192307.0,10000000.0,€
Silvan Widmer,Mainz 05,DF,32-286,1,0,506,9,,,1.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,RB,32,40000.0,2080000.0,€
Patrick Wimmer,Wolfsburg,FW,24-200,3,1,706,11,,,1.8,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,RW,24,36346.0,1890000.0,€
Jonas Wind,Wolfsburg,FW,26-312,0,0,301,8,,,0.8,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CF,26,40000.0,2080000.0,€
Marius Wolf,Augsburg,"DF,MF",30-203,1,0,353,10,,,0.4,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,RB,30,43461.0,2260000.0,€
Nick Woltemade,Stuttgart,FW,23-305,0,0,90,1,,,0.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,,,,,
Jeong Woo-yeong,Union Berlin,"MF,FW",26-087,0,1,379,12,,,0.7,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,,,,,
Dan-Axel Zagadou,Stuttgart,DF,26-196,0,0,164,2,,,0.3,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CB,26,43461.0,2260000.0,€
Aaron Zehnter,Wolfsburg,DF,21-046,2,0,899,11,,,0.5,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,LM,20,16346.0,850000.0,€
Robin Zentner,Mainz 05,GK,31-049,0,0,786,9,,,0.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,GK,30,47115.0,2450000.0,€
Cedric Zesiger,Augsburg,DF,27-175,0,0,289,8,,,0.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,,,,,
Michael Zetterer,Eint Frankfurt,GK,30-157,0,0,900,10,,,0.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,GK,30,72500.0,3770000.0,€
Budu Zivzivadze,Heidenheim,FW,31-281,1,0,377,8,,,1.8,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CF,31,36346.0,1890000.0,€
Himad Abdelli,Angers,MF,26-029,2,0,943,13,,,2.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,AM,25,12307.0,640000.0,€
Ali Abdi,Nice,"DF,MF",31-361,0,0,464,9,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,LB,31,41923.0,2180000.0,€
Salis Abdul Samed,Nice,MF,25-265,0,0,506,11,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,DM,25,22692.0,1180000.0,€
Saud Abdulhamid,Lens,DF,26-151,0,1,217,10,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,RB,26,35000.0,1820000.0,€
Laurent Abergel,Lorient,MF,32-318,1,0,"1,305",15,,,0.6,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,DM,32,41923.0,2180000.0,€
Matthis Abline,Nantes,"FW,MF",22-263,2,2,"1,248",16,,,3.5,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,CF,22,22692.0,1180000.0,€
Abner,Lyon,DF,25-203,1,0,810,10,,,0.9,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,LB,25,49038.0,2550000.0,€
Francis Abu,Toulouse,MF,24-233,0,0,526,8,,,0.1,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,,,,,
Giorgi Abuashvili,Metz,"FW,MF",22-311,1,0,288,10,,,0.3,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,LW,22,6923.0,360000.0,€
Nathaniel Adjei,Lorient,DF,23-117,0,0,7,2,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,CB,23,17500.0,910000.0,€
Nayef Aguerd,Marseille,DF,29-261,1,0,963,11,,,0.4,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,CB,29,94423.0,4910000.0,€
Ruben Aguilar,Lens,DF,32-234,0,1,"1,244",16,,,0.4,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,RB,32,45384.0,2360000.0,€
Abdelhamid Ait Boudlal,Rennes,DF,19-244,2,1,648,9,,,1.2,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,CB,19,12307.0,640000.0,€
Tosin Aiyegun,Lorient,"MF,FW",27-173,3,0,709,14,,,4.2,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,,,,,
Ludovic Ajorque,Brest,FW,31-294,1,4,"1,313",15,,,3.9,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,CF,31,49038.0,2550000.0,€
Maghnes Akliouche,Monaco,"FW,MF",23-294,3,2,"1,205",15,,,3.6,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,RW,23,61923.0,3220000.0,€
Clément Akpa,Auxerre,DF,24-022,0,0,"1,229",15,,,0.1,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,CB,23,17500.0,910000.0,€
Mohamed Ali Cho,Nice,FW,21-331,2,2,617,9,,,1.1,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,,,,,
Jim Allevinah,Angers,"FW,DF",30-292,0,0,88,4,,,0.3,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,RW,30,31538.0,1640000.0,€
Kelvin Amian,Nantes,DF,27-311,0,1,"1,440",16,,,0.2,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,RB,27,24423.0,1270000.0,€
Mohamed Amine Sbai,Angers,FW,25-041,0,1,637,9,,,0.9,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,,,,,
Michael Amir Murillo,Marseille,DF,29-308,2,0,843,13,,,0.9,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,,,,,
Samuel Amo-Ameyaw,Strasbourg,"DF,MF",19-151,1,1,466,11,,,0.3,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,RW,19,14038.0,730000.0,€
Mathis Amougou,Strasbourg,MF,19-332,0,0,262,8,,,0.2,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,CM,19,20961.0,1090000.0,€
Benjamin André,Lille,MF,35-135,2,1,"1,159",13,,,1.5,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,DM,35,87500.0,4550000.0,€
Youssef El-Arabi,Nantes,FW,38-316,3,0,544,14,,,1.5,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,,,,,
Carlens Arcus,Angers,DF,29-171,0,1,"1,275",15,,,0.1,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,RB,29,35000.0,1820000.0,€
Hákon Arnar Haraldsson,Lille,"MF,FW",22-250,5,1,"1,113",15,,,4.1,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,AM,22,26153.0,1360000.0,€
Joel Asoro,Metz,FW,26-233,0,0,205,6,,,0.6,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,RW,26,17500.0,910000.0,€
Dehmaine Assoumani,Nantes,MF,20-243,0,0,642,14,,,0.4,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,,,,,
Otavio Ataide,Paris FC,DF,23-239,0,0,"1,118",13,,,0.2,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,,,,,
Pierre-Emerick Aubameyang,Marseille,FW,36-181,5,5,945,14,,,6.2,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,CF,36,87500.0,4550000.0,€
Arthur Avom,Lorient,MF,21-001,0,1,"1,268",16,,,0.7,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,CM,20,10576.0,550000.0,€
Chidozie Awaziem,Nantes,DF,28-349,1,0,"1,425",16,,,0.5,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,CB,28,27884.0,1450000.0,€
Oussama El Azzouzi,Auxerre,"MF,DF",24-201,1,0,546,8,,,0.5,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,DM,24,15769.0,820000.0,€
Samson Baidoo,Lens,DF,21-260,2,1,"1,305",15,,,1.4,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,CB,21,35000.0,1820000.0,€
Theo Bair,Auxerre,"MF,FW",26-111,0,0,10,2,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,,,,,
Darryl Bakola,Marseille,MF,18-016,0,0,58,7,,,0.1,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,AM,17,5192.0,270000.0,€
Dilane Bakwa,Strasbourg,"DF,MF",23-112,1,2,107,3,,,0.1,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,,,,,
Leonardo Balerdi,Marseille,DF,26-324,0,1,820,12,,,0.9,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,CB,26,83846.0,4360000.0,€
Fodé Ballo-Touré,Metz,DF,28-347,0,0,410,6,,,0.2,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,LB,28,20961.0,1090000.0,€
Folarin Balogun,Monaco,FW,24-166,4,1,754,12,,,5.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,CF,24,61923.0,3220000.0,€
Abdoulaye Bamba,Angers,DF,35-235,0,0,10,1,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,CB,35,15769.0,820000.0,€
Aladji Bamba,Monaco,MF,19-155,0,0,131,5,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,DM,19,6538.0,340000.0,€
Mohamed Bamba,Lorient,FW,24-006,1,1,618,14,,,2.2,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,CF,23,17500.0,910000.0,€
Valentín Barco,Strasbourg,"MF,DF",21-146,1,4,"1,152",14,,,1.4,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,CM,21,20961.0,1090000.0,€
Bradley Barcola,Paris S-G,FW,23-105,5,0,785,13,,,3.9,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,LW,23,139807.0,7270000.0,€
Melvin Bard,Nice,"DF,MF",25-040,1,0,"1,350",16,,,0.4,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,LB,24,62884.0,3270000.0,€
Haris Belkebla,Angers,MF,31-322,0,0,"1,423",16,,,0.2,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,CM,31,41923.0,2180000.0,€
Yassin Belkhdim,Angers,"MF,FW",23-305,2,2,"1,261",16,,,1.3,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,CM,23,12307.0,640000.0,€
Eliesse Ben Seghir,Monaco,"MF,FW",20-303,0,0,45,2,,,0.1,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,,,,,
Yassine Benhattab,Nantes,"MF,FW",23-028,0,0,477,10,,,0.2,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,RW,22,12307.0,640000.0,€
Nabil Bentaleb,Lille,MF,31-022,2,1,520,14,,,1.1,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,DM,30,35000.0,1820000.0,€
Lucas Beraldo,Paris S-G,DF,22-022,1,0,643,9,,,0.4,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,CB,21,80384.0,4180000.0,€
Anthony Bermont,Lens,"DF,MF",20-309,0,0,48,4,,,0.1,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,LW,20,8653.0,450000.0,€
Mika Biereth,Monaco,"FW,MF",22-311,2,0,746,15,,,3.2,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,CF,22,55192.0,2870000.0,€
Emmanuel Biumla,Angers,DF,20-222,0,0,131,3,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,CB,20,15769.0,820000.0,€
Ludovic Blas,Rennes,"MF,DF",27-350,3,1,673,14,,,3.2,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,RW,27,87500.0,4550000.0,€
Arnaud Bodart,Lille,GK,27-280,0,0,180,2,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,GK,27,24423.0,1270000.0,€
Jeremie Boga,Nice,"FW,MF",28-347,2,2,646,14,,,1.6,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,,,,,
Morgan Bokelé Mputu,Metz,"FW,DF",21-278,0,0,219,8,,,0.3,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,,,,,
Moïse Bombito,Nice,DF,25-261,0,0,145,2,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,CB,25,31538.0,1640000.0,€
Ayyoub Bouaddi,Lille,MF,18-075,0,1,"1,038",14,,,1.4,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,CM,18,20961.0,1090000.0,€
Badredine Bouanani,Nice,MF,21-008,0,0,93,2,,,0.1,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,,,,,
Hicham Boudaoui,Nice,MF,26-084,1,2,914,13,,,1.5,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,CM,25,35000.0,1820000.0,€
Justin Bourgault,Brest,"MF,DF",20-093,0,0,16,1,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,LB,19,3461.0,180000.0,€
Bilal Brahimi,Nice,FW,25-277,0,0,1,1,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,,,,,
Lilian Brassier,Rennes,DF,26-044,0,0,908,11,,,0.1,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,CB,25,52500.0,2730000.0,€
Marius Broholm,Lille,"FW,MF",20-355,1,0,152,6,,,0.9,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,RW,20,17500.0,910000.0,€
Paris Brunner,Monaco,"FW,MF",19-304,0,0,98,4,,,0.1,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,CF,19,10000.0,520000.0,€
Andrija Bulatović,Lens,MF,18-354,0,1,156,6,,,0.1,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,,,,,
Vincent Burlet,Lille,DF,20-084,0,0,19,1,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,,,,,
Pape Cabral,Monaco,MF,18-330,0,0,77,4,,,0.5,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,,,,,
Noah Cadiou,Lorient,MF,27-051,0,0,350,11,,,0.1,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,CM,26,17500.0,910000.0,€
Mathieu Cafaro,Paris FC,"FW,MF",28-266,0,0,124,7,,,0.3,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,RW,28,24423.0,1270000.0,€
Adama Camara,Paris FC,MF,29-059,1,0,"1,064",14,,,1.6,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,DM,28,8653.0,450000.0,€
Amady Camara,Nantes,"MF,FW",20-202,0,0,162,9,,,0.3,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,CF,20,10576.0,550000.0,€
Lamine Camara,Monaco,MF,21-349,0,3,604,9,,,0.4,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,CM,21,26538.0,1380000.0,€
Mahdi Camara,Rennes,MF,27-169,1,1,"1,070",14,,,0.9,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,CM,27,55961.0,2910000.0,€
Ousmane Camara,Angers,DF,22-285,1,0,"1,323",16,,,0.1,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,CB,22,8653.0,450000.0,€
Axel Camblan,Brest,"FW,MF",22-108,0,0,12,1,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,,,,,
Jaydee Canvot,Toulouse,"MF,DF",19-140,0,0,180,2,,,0.1,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,,,,,
Pierrick Capelle,Angers,MF,38-245,0,0,62,3,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,CM,38,14038.0,730000.0,€
Igor Carioca,Lorient,DF,29-117,1,0,585,7,,,0.2,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,,,,,
Patrik Carlgren,Nantes,GK,33-342,0,0,92,2,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,GK,33,12307.0,640000.0,€
Kevin Carlos,Nice,FW,24-250,0,0,551,10,,,1.2,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,CF,24,27884.0,1450000.0,€
Josué Casimir,Auxerre,"MF,DF",24-083,0,0,931,15,,,2.1,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,RW,23,20961.0,1090000.0,€
Cristian Cásseres Jr.,Toulouse,MF,25-330,0,0,"1,258",15,,,1.2,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,,,,,
Fabien Centonze,Nantes,DF,29-334,1,0,118,6,,,0.1,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,RB,29,31538.0,1640000.0,€
Brendan Chardonnet,Brest,DF,30-359,0,1,"1,196",14,,,0.4,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,CB,30,52500.0,2730000.0,€
Samir Chergui,Paris FC,DF,26-313,1,0,973,12,,,1.6,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,CB,26,14038.0,730000.0,€
Sidiki Cherif,Angers,FW,19-001,4,0,979,16,,,2.9,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,,,,,
Lucas Chevalier,Paris S-G,GK,24-040,0,0,"1,260",14,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,GK,23,122307.0,6360000.0,€
Ben Chilwell,Strasbourg,DF,28-360,0,1,772,10,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,LB,28,70000.0,3640000.0,€
Joris Chotard,Brest,MF,24-083,1,0,"1,257",15,,,1.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,DM,23,26153.0,1360000.0,€
Djaoui Cissé,Rennes,MF,21-319,0,0,710,14,,,0.6,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,CM,21,19230.0,1000000.0,€
Mamoudou Cissokho,Auxerre,FW,17-361,0,0,1,1,,,0.0,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,,,,,
Jonathan Clauss,Nice,"DF,MF",33-082,1,2,"1,066",13,,,0.6,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,RB,32,87500.0,4550000.0,€
Maxime Colin,Metz,DF,34-031,0,0,797,10,,,0.3,,,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats,RB,33,20961.0,1090000.0,€
